Campaign,Campaign type,Day,Currency code,Budget,Account name,Customer ID,Cost,Impr.,Clicks
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,04/09/2024,GBP,34,Haliborange - PCM,910-547-9147,34.44,"11,515",75
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,04/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,89.53,741,50
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,04/09/2024,GBP,86,Haliborange - PCM,910-547-9147,89.15,"31,607",90
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,05/09/2024,GBP,34,Haliborange - PCM,910-547-9147,15.95,"3,169",35
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,05/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,89.57,695,53
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,05/09/2024,GBP,86,Haliborange - PCM,910-547-9147,89.67,"32,279",102
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,06/09/2024,GBP,34,Haliborange - PCM,910-547-9147,53.69,"2,704",76
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,06/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,52.04,640,49
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,06/09/2024,GBP,86,Haliborange - PCM,910-547-9147,90.03,"30,983",91
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,07/09/2024,GBP,34,Haliborange - PCM,910-547-9147,30.87,"2,196",90
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,07/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,62.17,818,57
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,07/09/2024,GBP,86,Haliborange - PCM,910-547-9147,89.99,"31,106",89
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,08/09/2024,GBP,34,Haliborange - PCM,910-547-9147,29.94,"2,887",84
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,08/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,53.32,817,58
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,08/09/2024,GBP,86,Haliborange - PCM,910-547-9147,89.21,"34,436",92
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,09/09/2024,GBP,34,Haliborange - PCM,910-547-9147,35.35,"4,522",100
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,09/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,52.4,820,64
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,09/09/2024,GBP,86,Haliborange - PCM,910-547-9147,88.29,"33,044",85
_haliborange_halibaby_uk_display_cpc_traffic_sep_2024_,Display,10/09/2024,GBP,34,Haliborange - PCM,910-547-9147,34.94,"2,015",78
_haliborange_one4me4U_uk_search_cpc_traffic_sep_2024_,Search,10/09/2024,GBP,44.8,Haliborange - PCM,910-547-9147,44.81,811,56
_haliborange_one4me4U_uk_video_cpm_traffic_sep_2024_,Video,10/09/2024,GBP,86,Haliborange - PCM,910-547-9147,89.45,"34,456",82
[D] GSY - PLoans,Display,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.51,"41,486",74
[D] IOM - PLoans,Display,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.27,"34,859",112
[D] IOW - PLoans,Display,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.3,"11,452",50
[D] Jsy - PLoans,Display,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.28,"29,599",105
[S] IOM - PLoans,Search,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.58,51,10
[S] Jsy - PLoans,Search,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.61,91,5
Guernsey HInsurance 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.02,"9,765",69
Guernsey LInsurance 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.33,"29,855",102
IOM LInsurance 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.29,"35,157",158
IOW House Insurance,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.28,"31,714",54
IOW Life Insurance,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.08,"23,335",73
IOW Mortgages,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.24,"32,539",65
Jersey LInsurance 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.16,"32,044",154
Mortgages Guernsey 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.29,"36,498",98
Mortgages Isle of Man 2022,Display,01/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.27,"27,624",204
Mortgages Jersey 2022,Display,01/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.35,"21,789",114
PCM - Search - Promensil - Consideration - 24-25,Search,01/09/2024,GBP,16,Promensil,513-166-8734,17.6,657,56
[D] GSY - PLoans,Display,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.4,"30,063",68
[D] IOM - PLoans,Display,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.38,"26,440",135
[D] IOW - PLoans,Display,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.01,"21,222",56
[D] Jsy - PLoans,Display,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.14,"36,578",116
[S] IOM - PLoans,Search,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,7.45,111,14
[S] Jsy - PLoans,Search,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.75,64,9
Guernsey HInsurance 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.51,"17,795",85
Guernsey LInsurance 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.64,"30,403",130
IOM LInsurance 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.39,"34,800",182
IOW House Insurance,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.23,"28,634",73
IOW Life Insurance,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.38,"41,644",73
IOW Mortgages,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.54,"24,238",72
Jersey LInsurance 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.49,"33,606",153
Mortgages Guernsey 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.33,"36,804",112
Mortgages Isle of Man 2022,Display,02/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,4.88,"25,142",186
Mortgages Jersey 2022,Display,02/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.28,"21,275",174
PCM - Search - Promensil - Consideration - 24-25,Search,02/09/2024,GBP,16,Promensil,513-166-8734,17.96,737,60
[D] GSY - PLoans,Display,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.15,"42,488",63
[D] IOM - PLoans,Display,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.61,"26,677",122
[D] IOW - PLoans,Display,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.73,"33,101",60
[D] Jsy - PLoans,Display,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.19,"27,615",105
[S] IOM - PLoans,Search,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.29,98,14
[S] Jsy - PLoans,Search,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,7.16,59,10
Guernsey HInsurance 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,4.94,"15,772",90
Guernsey LInsurance 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.42,"27,267",108
IOM LInsurance 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,3.42,"25,506",116
IOW House Insurance,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.17,"27,322",61
IOW Life Insurance,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.96,"28,340",38
IOW Mortgages,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.7,"5,177",34
Jersey LInsurance 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.31,"29,025",111
Mortgages Guernsey 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.26,"29,684",94
Mortgages Isle of Man 2022,Display,03/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.25,"24,039",194
Mortgages Jersey 2022,Display,03/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.29,"28,973",133
PCM - Search - Promensil - Consideration - 24-25,Search,03/09/2024,GBP,16,Promensil,513-166-8734,17.81,759,60
[D] GSY - PLoans,Display,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.87,"38,489",55
[D] IOM - PLoans,Display,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.02,"44,426",105
[D] IOW - PLoans,Display,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.3,"18,366",64
[D] Jsy - PLoans,Display,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.28,"36,249",102
[S] IOM - PLoans,Search,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.21,70,13
[S] Jsy - PLoans,Search,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.92,87,6
Guernsey HInsurance 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.61,"7,820",77
Guernsey LInsurance 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,4.97,"16,287",117
IOM LInsurance 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,6.94,"37,189",125
IOW House Insurance,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.68,"37,653",67
IOW Life Insurance,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,7.75,"30,400",64
IOW Mortgages,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,7.63,"35,706",48
Jersey LInsurance 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,4.65,"27,163",137
Mortgages Guernsey 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.48,"23,361",121
Mortgages Isle of Man 2022,Display,04/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.24,"18,186",191
Mortgages Jersey 2022,Display,04/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.05,"21,435",135
PCM - Search - Promensil - Consideration - 24-25,Search,04/09/2024,GBP,16,Promensil,513-166-8734,17.89,561,59
[D] GSY - PLoans,Display,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.2,"36,358",53
[D] IOM - PLoans,Display,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.01,"30,204",101
[D] IOW - PLoans,Display,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4,"11,940",51
[D] Jsy - PLoans,Display,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.59,"41,657",74
[S] IOM - PLoans,Search,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,2.58,90,5
[S] Jsy - PLoans,Search,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.33,81,10
Guernsey HInsurance 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.21,"11,720",77
Guernsey LInsurance 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.11,"26,525",82
IOM LInsurance 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.34,"27,188",131
IOW House Insurance,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,3.74,"25,499",53
IOW Life Insurance,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.75,"28,610",43
IOW Mortgages,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.76,"25,819",57
Jersey LInsurance 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.81,"24,060",144
Mortgages Guernsey 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,4.35,"21,927",100
Mortgages Isle of Man 2022,Display,05/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.07,"15,211",199
Mortgages Jersey 2022,Display,05/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.43,"21,056",126
PCM - Search - Promensil - Consideration - 24-25,Search,05/09/2024,GBP,16,Promensil,513-166-8734,18.01,659,59
[D] GSY - PLoans,Display,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.08,"26,527",50
[D] IOM - PLoans,Display,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.96,"32,093",108
[D] IOW - PLoans,Display,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.02,"19,327",45
[D] Jsy - PLoans,Display,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.23,"26,721",88
[S] IOM - PLoans,Search,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,2.39,79,7
[S] Jsy - PLoans,Search,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,1.79,57,3
Guernsey HInsurance 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.11,"4,677",31
Guernsey LInsurance 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.05,"7,444",37
IOM LInsurance 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.97,"12,859",65
IOW House Insurance,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,6.01,"26,320",49
IOW Life Insurance,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,3.77,"11,596",39
IOW Mortgages,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.11,"9,992",20
Jersey LInsurance 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.05,"8,482",43
Mortgages Guernsey 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,5.75,"18,340",80
Mortgages Isle of Man 2022,Display,06/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.17,"7,869",76
Mortgages Jersey 2022,Display,06/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.11,"19,723",139
PCM - Search - Promensil - Consideration - 24-25,Search,06/09/2024,GBP,16,Promensil,513-166-8734,15.68,656,51
[D] GSY - PLoans,Display,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.09,"28,559",62
[D] IOM - PLoans,Display,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.14,"26,130",119
[D] IOW - PLoans,Display,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.36,"30,121",72
[D] Jsy - PLoans,Display,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.14,"35,686",91
[S] IOM - PLoans,Search,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.56,66,7
[S] Jsy - PLoans,Search,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.3,69,8
Guernsey HInsurance 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.06,"7,221",41
Guernsey LInsurance 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.27,"5,230",50
IOM LInsurance 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.15,"12,411",88
IOW House Insurance,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.17,"13,242",11
IOW Life Insurance,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.38,"12,989",26
IOW Mortgages,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.06,"9,221",26
Jersey LInsurance 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.16,"12,765",75
Mortgages Guernsey 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.14,"11,652",43
Mortgages Isle of Man 2022,Display,07/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"8,373",79
Mortgages Jersey 2022,Display,07/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.55,"17,638",161
PCM - Search - Promensil - Consideration - 24-25,Search,07/09/2024,GBP,16,Promensil,513-166-8734,16.33,608,55
[D] GSY - PLoans,Display,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.46,"37,094",69
[D] IOM - PLoans,Display,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.5,"26,795",136
[D] IOW - PLoans,Display,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.21,"19,590",63
[D] Jsy - PLoans,Display,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.46,"30,408",110
[S] IOM - PLoans,Search,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.86,76,12
[S] Jsy - PLoans,Search,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,8.2,45,7
Guernsey HInsurance 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.09,"9,838",40
Guernsey LInsurance 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.96,"15,616",52
IOM LInsurance 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.14,"16,939",82
IOW House Insurance,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.05,"13,119",23
IOW Life Insurance,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.14,"15,600",30
IOW Mortgages,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.23,"12,611",23
Jersey LInsurance 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.09,"11,036",66
Mortgages Guernsey 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.09,"8,230",74
Mortgages Isle of Man 2022,Display,08/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.27,"13,343",99
Mortgages Jersey 2022,Display,08/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6,"30,608",168
PCM - Search - Promensil - Consideration - 24-25,Search,08/09/2024,GBP,16,Promensil,513-166-8734,14.02,690,48
[D] GSY - PLoans,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.21,"33,144",69
[D] IOM - PLoans,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.97,"32,647",130
[D] IOW - PLoans,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.25,"22,107",47
[D] Jsy - PLoans,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.28,"36,591",100
[S] IOM - PLoans,Search,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.39,94,9
[S] Jsy - PLoans,Search,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.51,79,8
Guernsey HInsurance 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.94,"5,967",42
Guernsey LInsurance 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.07,"11,259",44
IOM LInsurance 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.99,"16,124",82
IOW House Insurance,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.06,"6,141",19
IOW Life Insurance,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"10,890",27
IOW Mortgages,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"8,484",23
Jersey LInsurance 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"10,601",73
Mortgages Guernsey 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"13,710",58
Mortgages Isle of Man 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.94,"6,023",99
Mortgages Jersey 2022,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.5,"22,461",135
PCM - Search - Promensil - Consideration - 24-25,Search,09/09/2024,GBP,16,Promensil,513-166-8734,14.95,604,53
[D] GSY - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.28,"29,084",56
[D] IOM - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.22,"33,936",118
[D] IOW - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.34,"20,744",64
[D] Jsy - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.27,"31,830",92
[S] IOM - PLoans,Search,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,10,124,12
[S] Jsy - PLoans,Search,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.51,48,9
Guernsey HInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.34,"7,333",39
Guernsey LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.1,"11,879",55
IOM LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.29,"17,302",74
IOW House Insurance,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"11,458",21
IOW Life Insurance,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.99,"16,484",25
IOW Mortgages,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.88,"6,984",22
Jersey LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.15,"12,442",62
Mortgages Guernsey 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.1,"10,071",51
Mortgages Isle of Man 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"10,055",88
Mortgages Jersey 2022,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.13,"26,428",141
PCM - Search - Promensil - Consideration - 24-25,Search,10/09/2024,GBP,16,Promensil,513-166-8734,11.99,602,40
PCM - Search - General Brand,Search,01/09/2024,GBP,36,BSSAA Limited,265-723-1290,19.6,222,32
PCM - Search - General Product,Search,01/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,3.27,36,8
PCM - Search - Oral Solutions,Search,01/09/2024,GBP,21,BSSAA Limited,265-723-1290,16.42,126,18
PCM_BSSAA_Display_Consideration,Display,01/09/2024,GBP,10,BSSAA Limited,265-723-1290,14.25,"16,062",64
PCM - Search - General Brand,Search,02/09/2024,GBP,36,BSSAA Limited,265-723-1290,32.78,264,54
PCM - Search - General Product,Search,02/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,0.64,53,3
PCM - Search - Oral Solutions,Search,02/09/2024,GBP,21,BSSAA Limited,265-723-1290,10.35,146,16
PCM_BSSAA_Display_Consideration,Display,02/09/2024,GBP,10,BSSAA Limited,265-723-1290,14.5,"17,811",61
PCM - Search - General Brand,Search,03/09/2024,GBP,36,BSSAA Limited,265-723-1290,24.21,320,35
PCM - Search - General Product,Search,03/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,1.49,56,5
PCM - Search - Oral Solutions,Search,03/09/2024,GBP,21,BSSAA Limited,265-723-1290,15.94,194,24
PCM_BSSAA_Display_Consideration,Display,03/09/2024,GBP,10,BSSAA Limited,265-723-1290,19.11,"18,622",67
PCM - Search - General Brand,Search,04/09/2024,GBP,36,BSSAA Limited,265-723-1290,25.54,318,37
PCM - Search - General Product,Search,04/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,4.27,61,8
PCM - Search - Oral Solutions,Search,04/09/2024,GBP,21,BSSAA Limited,265-723-1290,14.81,164,19
PCM_BSSAA_Display_Consideration,Display,04/09/2024,GBP,10,BSSAA Limited,265-723-1290,16.36,"23,037",46
PCM - Search - General Brand,Search,05/09/2024,GBP,36,BSSAA Limited,265-723-1290,21.03,280,38
PCM - Search - General Product,Search,05/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,2.66,63,6
PCM - Search - Oral Solutions,Search,05/09/2024,GBP,21,BSSAA Limited,265-723-1290,17.41,142,22
PCM_BSSAA_Display_Consideration,Display,05/09/2024,GBP,10,BSSAA Limited,265-723-1290,17.89,"11,779",38
PCM - Search - General Brand,Search,06/09/2024,GBP,36,BSSAA Limited,265-723-1290,18.51,214,38
PCM - Search - General Product,Search,06/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,0,32,0
PCM - Search - Oral Solutions,Search,06/09/2024,GBP,21,BSSAA Limited,265-723-1290,13.97,121,18
PCM_BSSAA_Display_Consideration,Display,06/09/2024,GBP,10,BSSAA Limited,265-723-1290,15.52,"4,726",41
Demand Gen - 2024-09-05,Demand Gen,07/09/2024,GBP,38.08,BSSAA Limited,265-723-1290,0,4,0
PCM - Search - General Brand,Search,07/09/2024,GBP,36,BSSAA Limited,265-723-1290,14.55,244,30
PCM - Search - General Product,Search,07/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,2.17,49,6
PCM - Search - Oral Solutions,Search,07/09/2024,GBP,21,BSSAA Limited,265-723-1290,10.89,104,12
PCM_BSSAA_Display_Consideration,Display,07/09/2024,GBP,10,BSSAA Limited,265-723-1290,15.06,"8,466",35
Demand Gen - 2024-09-05,Demand Gen,08/09/2024,GBP,38.08,BSSAA Limited,265-723-1290,12.82,942,3
PCM - Search - General Brand,Search,08/09/2024,GBP,36,BSSAA Limited,265-723-1290,24.69,279,35
PCM - Search - General Product,Search,08/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,4.6,61,5
PCM - Search - Oral Solutions,Search,08/09/2024,GBP,21,BSSAA Limited,265-723-1290,18.31,112,22
PCM_BSSAA_Display_Consideration,Display,08/09/2024,GBP,10,BSSAA Limited,265-723-1290,16.85,"11,909",31
Demand Gen - 2024-09-05,Demand Gen,09/09/2024,GBP,38.08,BSSAA Limited,265-723-1290,48.03,"20,758",196
PCM - Search - General Brand,Search,09/09/2024,GBP,36,BSSAA Limited,265-723-1290,17.64,269,35
PCM - Search - General Product,Search,09/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,2.74,44,5
PCM - Search - Oral Solutions,Search,09/09/2024,GBP,21,BSSAA Limited,265-723-1290,19.79,130,15
PCM_BSSAA_Display_Consideration,Display,09/09/2024,GBP,10,BSSAA Limited,265-723-1290,16.13,"17,384",38
Demand Gen - 2024-09-05,Demand Gen,10/09/2024,GBP,38.08,BSSAA Limited,265-723-1290,47.74,"29,956",322
PCM - Search - General Brand,Search,10/09/2024,GBP,36,BSSAA Limited,265-723-1290,20.45,289,30
PCM - Search - General Product,Search,10/09/2024,GBP,15.3,BSSAA Limited,265-723-1290,9.82,58,6
PCM - Search - Oral Solutions,Search,10/09/2024,GBP,21,BSSAA Limited,265-723-1290,11.08,124,13
PCM_BSSAA_Display_Consideration,Display,10/09/2024,GBP,10,BSSAA Limited,265-723-1290,10.37,"4,738",24
