Campaign,Campaign type,Day,Currency code,Budget,Account name,Customer ID,Cost,Impr.,Clicks
Jersey LInsurance 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"10,593",73
Mortgages Guernsey 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"13,708",58
Mortgages Isle of Man 2022,Display,09/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.94,"6,023",99
Mortgages Jersey 2022,Display,09/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.5,"22,459",135
PCM - Search - Promensil - Consideration - 24-25,Search,09/09/2024,GBP,16,Promensil,513-166-8734,14.95,604,53
[D] GSY - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.21,"29,084",55
[D] IOM - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.22,"33,932",118
[D] IOW - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.34,"20,740",64
[D] Jsy - PLoans,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.27,"31,795",92
[S] IOM - PLoans,Search,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,10,124,12
[S] Jsy - PLoans,Search,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.51,48,9
Guernsey HInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.34,"7,323",39
Guernsey LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.1,"11,879",55
IOM LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.29,"17,299",74
IOW House Insurance,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"11,458",21
IOW Life Insurance,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.99,"16,484",25
IOW Mortgages,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.88,"6,983",22
Jersey LInsurance 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.15,"12,441",62
Mortgages Guernsey 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.1,"10,071",51
Mortgages Isle of Man 2022,Display,10/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.09,"10,054",90
Mortgages Jersey 2022,Display,10/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.06,"26,427",139
PCM - Search - Promensil - Consideration - 24-25,Search,10/09/2024,GBP,16,Promensil,513-166-8734,11.99,602,40
[D] GSY - PLoans,Display,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.51,"17,419",57
[D] IOM - PLoans,Display,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.45,"32,370",113
[D] IOW - PLoans,Display,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.79,"13,648",60
[D] Jsy - PLoans,Display,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.64,"38,468",73
[S] IOM - PLoans,Search,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.33,82,13
[S] Jsy - PLoans,Search,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.33,44,10
Guernsey HInsurance 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.91,"9,549",41
Guernsey LInsurance 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.96,"10,397",52
IOM LInsurance 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.01,"14,714",66
IOW House Insurance,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.06,"7,658",24
IOW Life Insurance,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"8,777",22
IOW Mortgages,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.15,"10,249",20
Jersey LInsurance 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.81,"11,323",41
Mortgages Guernsey 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.18,"10,868",45
Mortgages Isle of Man 2022,Display,11/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.96,"6,593",91
Mortgages Jersey 2022,Display,11/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.97,"17,134",113
PCM - Search - Promensil - Consideration - 24-25,Search,11/09/2024,GBP,16,Promensil,513-166-8734,24.19,771,68
[D] GSY - PLoans,Display,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.78,"33,553",46
[D] IOM - PLoans,Display,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.45,"37,778",114
[D] IOW - PLoans,Display,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.37,"17,308",57
[D] Jsy - PLoans,Display,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.54,"38,969",77
[S] IOM - PLoans,Search,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,7.36,64,11
[S] Jsy - PLoans,Search,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.61,40,7
Guernsey HInsurance 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"6,632",31
Guernsey LInsurance 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.34,"12,603",39
IOM LInsurance 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.14,"15,666",74
IOW House Insurance,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.16,"14,716",23
IOW Life Insurance,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"11,240",20
IOW Mortgages,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.19,"9,375",24
Jersey LInsurance 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.42,"20,411",45
Mortgages Guernsey 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.12,"9,207",60
Mortgages Isle of Man 2022,Display,12/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.17,"8,799",77
Mortgages Jersey 2022,Display,12/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,6.23,"34,520",90
PCM - Search - Promensil - Consideration - 24-25,Search,12/09/2024,GBP,16,Promensil,513-166-8734,17.21,796,50
[D] GSY - PLoans,Display,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.11,"25,008",53
[D] IOM - PLoans,Display,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.14,"26,422",120
[D] IOW - PLoans,Display,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.31,"16,217",57
[D] Jsy - PLoans,Display,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.18,"25,445",76
[S] IOM - PLoans,Search,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.56,85,9
[S] Jsy - PLoans,Search,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.62,38,9
Guernsey HInsurance 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.09,"3,978",26
Guernsey LInsurance 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"11,455",46
IOM LInsurance 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.03,"9,254",75
IOW House Insurance,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.03,"9,066",26
IOW Life Insurance,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.99,"11,027",24
IOW Mortgages,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.36,"10,366",30
Jersey LInsurance 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"6,779",47
Mortgages Guernsey 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"10,834",51
Mortgages Isle of Man 2022,Display,13/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"10,660",88
Mortgages Jersey 2022,Display,13/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.22,"17,591",103
PCM - Search - Promensil - Consideration - 24-25,Search,13/09/2024,GBP,16,Promensil,513-166-8734,16.5,716,47
[D] GSY - PLoans,Display,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.23,"29,646",63
[D] IOM - PLoans,Display,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.09,"30,074",104
[D] IOW - PLoans,Display,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,4.97,"22,137",57
[D] Jsy - PLoans,Display,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.04,"32,270",75
[S] IOM - PLoans,Search,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.88,75,13
[S] Jsy - PLoans,Search,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.52,39,6
Guernsey HInsurance 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.16,"10,373",34
Guernsey LInsurance 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.11,"10,032",45
IOM LInsurance 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.12,"14,770",76
IOW House Insurance,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"14,297",28
IOW Life Insurance,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"11,891",23
IOW Mortgages,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.5,"6,687",16
Jersey LInsurance 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.14,"9,961",60
Mortgages Guernsey 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"14,212",64
Mortgages Isle of Man 2022,Display,14/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.13,"6,019",99
Mortgages Jersey 2022,Display,14/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.16,"20,372",144
PCM - Search - Promensil - Consideration - 24-25,Search,14/09/2024,GBP,16,Promensil,513-166-8734,16.73,720,48
[D] GSY - PLoans,Display,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.29,"25,089",65
[D] IOM - PLoans,Display,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.26,"27,340",120
[D] IOW - PLoans,Display,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.02,"15,978",55
[D] Jsy - PLoans,Display,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.21,"28,291",83
[S] IOM - PLoans,Search,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.45,45,11
[S] Jsy - PLoans,Search,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,3.79,40,7
Guernsey HInsurance 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.1,"15,317",43
Guernsey LInsurance 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.04,"8,257",48
IOM LInsurance 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.05,"12,123",72
IOW House Insurance,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.65,"8,170",17
IOW Life Insurance,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.21,"3,860",17
IOW Mortgages,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.4,"7,020",20
Jersey LInsurance 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,1.96,"15,613",65
Mortgages Guernsey 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2,"9,294",64
Mortgages Isle of Man 2022,Display,15/09/2024,GBP,2,Cherry Godfrey Group,207-885-5773,2.02,"6,738",103
Mortgages Jersey 2022,Display,15/09/2024,GBP,5,Cherry Godfrey Group,207-885-5773,5.13,"17,613",150
PCM - Search - Promensil - Consideration - 24-25,Search,15/09/2024,GBP,16,Promensil,513-166-8734,21.94,730,63
